GEOID,neighbors
363,"170318016064,170318016055,170318016052,170318016053,170318016065"
364,"170310406001,170310406002,170310408001,170310409002,170318308001,170310407001,170318308002,170318308003"
365,"170310318001,170310406001,170310319001,170310319002,170310409002,170318308001,170310409001,170318308003"
366,"170310319001,170310319002,170310409002,170310409001,170318308002,170310501001,170310602001,170310501002,170310502002"
367,"170310602002,170310319002,170310602001,170310501002,170318308003"
368,"170310503002,170310503003,170310408001,170310409002,170310502003,170310502001"
369,"170310503001,170310503003,170318437001,170310505001,170310502003"
370,"170310408001,170311607001,170311408002,170311606023,170310503001,170310503002,170310408002,170318437001"
371,"170312109001,170312101001,170311607001,170310510001,170311606023,170310503002,170310503003,170310505001,170310505005,170310509001,170310502003,170318437002"
372,"170310505001,170318437001,170310505002,170310505003,170310505004,170310509001"
373,"170310511001,170310509001,170310505004,170310506002,170310507001,170310510001,170310512001"
374,"170316611001,170316611002,170316609003,170316611004"
375,"170316611005,170316611002,170316611003,170316609003"
376,"170316709002,170316805001,170316806001,170316709001,170316701002,170316120002,170316119002"
377,"170316709002,170316702001,170316708001,170316709001,170316701001,170316119002"
378,"170316702001,170316708002,170316704001,170316707001,170316703002,170316706001"
379,"170316702001,170316704001,170316118002,170316703001,170316119001,170316118001,170316117001"
380,"170317002001,170317001002,170316504003,170316611002,170317004011"
381,"170317002003,170316504003,170316505003,170317004011,170317001001,170316611002,170317004012,170317002004"
382,"170317003011,170317002003,170316505003,170317003013,170317004012,170317002001,170317002002"
383,"170317003011,170318211022,170318209021,170318209022,170316505003,170317003013,170317002004"
384,"170317002004,170317003013,170317004012,170317003012,170317002002"
385,"170317403002,170317403004,170317403005,170317404003,170317404001,170317403001"
386,"170317403002,170317403003,170317403005,170317402003,170317402002,170317403001"
387,"170317403003,170317403004,170317402002,170318228022,170318228023,170317403001"
388,"170317403003,170317404002,170317403001,170318233032,170317404004,170318233044,170318233035,170318233045,170318233031,170318228011,170318228012,170318232001,170318228023,170317404001"
389,"170317307002,170317307001,170317506001,170314911004,170314911005,170317501002,170314912003"
390,"170317307002,170317506001,170317501001,170317501004"
391,"170317307002,170317501003,170317506001,170317506004,170317501002,170317506003"
392,"170318016065,170318016012,170318016063,170318016053,170318016054"
393,"170318016082,170318016063,170318016064,170318017011,170318016052,170318016062"
394,"170318016082,170318016063,170318016083,170318017011,170318016061,170318016073,170318016071,170318016081,170318016064"
395,"170318016055,170318016054,170318016064,170318016063"
396,"170318016081,170318016073,170318016083,170318016084,170318016063,170318016072,170318016062"
397,"170310511001,170310514001,170318437001,170310508001,170310509001,170318437002"
398,"170310511001,170310508001,170310512002,170318319002,170310507001,170310625001"
399,"170310513002,170310511001,170310514001,170310626001,170310512002,170310625001,170310514002"
400,"170310514001,170310707001,170310626001,170310707002,170310514002,170310513001"
401,"170310513002,170310511001,170318437002,170310512002,170310510001,170310514002,170310513001"
402,"170310604001,170318321002,170318307001,170310612001,170310601002,170310611001"
403,"170318307001,170310321003,170318321003,170318321001,170310611001,170310605001,170310321005,170310610001"
404,"170318321002,170310608001,170318320001,170310618001,170310609001,170318321001,170310611001"
405,"170310604001,170318319001,170310605001,170310604002,170310615001,170318320001,170310611001"
406,"170316706002,170316702001,170316708002,170316704001,170316703001,170316707002,170316706001"
407,"170316709002,170316805001,170316806001,170316701001,170316701002"
408,"170316708002,170316713001,170316707002,170316706002,170316715001,170316716003,170316713002,170316711001"
409,"170316715003,170316715002,170316715001,170316713001,170316712001,170316713003"
410,"170316714001,170316714002,170316715002,170316713001,170316713002"
411,"170318211023,170318211024,170318220002,170318220003,170317003022,170318221011,170317003023"
412,"170317207002,170317501003,170317505003,170317207001,170317506004,170317502002"
413,"170317505001,170317207002,170317505003,170317207001,170317502001,170317502003,170317502004"
414,"170317503001,170317503002,170317206002,170317207001,170317502004,170317502002,170317205002"
415,"170317503001,170317505001,170317503002,170317504001,170317505003,170317502002,170317502003"
416,"170317503002,170317503003,170317206002,170317502004,170317502003,170317205002"
417,"170317503001,170317505001,170317503003,170317504001,170317502003,170317502004"
418,"170317503001,170317503002,170317205001,170317504001,170318233041,170317205002"
419,"170317504003,170317503002,170317503003,170317505001,170317505002,170317504002,170318233041,170317502004"
420,"170317504003,170317505001,170317505002,170317504001,170318212004,170318235001"
421,"170318016081,170318017023,170318017011,170318016061,170318016062,170318017024"
422,"170318016081,170318016062,170318016071,170318016084"
423,"170318016081,170318016083,170318016072,170318023002,170318016071,170318020031"
424,"170318017012,170318016082,170318017021,170318017023,170318016052,170318016061,170318016062,170318017024"
425,"170318319001,170310604002,170310622002,170310623001,170310611001,170310624001,170310612001,170318320001"
426,"170310609006,170310609005,170310609001,170310610001,170310619011,170310621002,170310620002,170318320001"
427,"170310621003,170310622002,170310629003,170310630001,170310629001,170310621002,170310621001,170318320001"
428,"170310629003,170310629001,170310615001,170318320001,170310622001,170310623001,170310628001"
429,"170318319001,170310615001,170310622002,170310624001,170310628001,170310627001,170310628003,170310629003"
430,"170318319001,170310626001,170310627003,170310625001,170310615001,170310623001,170310627001,170310628003,170318319002"
431,"170310628002,170310628003,170310629003,170310622002,170310623001"
432,"170310706001,170310704003,170310627002,170310705001,170310629002,170310705003,170310628001,170310628003,170310629003,170310704001"
433,"170310627001,170310628002,170310627002,170310623001,170310624001,170310628001"
434,"170310628002,170310629002,170310629001,170310622001,170310622002,170310623001,170310628001"
435,"170310631002,170310630003,170310621003,170310622001,170310620001,170310631001,170310629001,170310634002"
436,"170316713001,170316706002,170316607001,170316607002,170318350001,170316714002,170316713003,170316705001"
437,"170316607001,170316607002,170316610001,170316714001,170316715002,170316713001,170316713003"
438,"170316715003,170316712001,170316716003,170316713002,170316713001,170316711001"
439,"170316716002,170316716003,170318349002,170318349001,170316711001"
440,"170316716002,170316715003,170316715001,170316716001,170316712001,170316711001"
441,"170316716002,170316716001,170316811005,170316718001,170316719001,170318349002,170316814002"
442,"170318216002,170318220001,170317004023,170317004021,170317003024"
443,"170317004013,170317004023,170317004022,170317004011,170317003024"
444,"170317003011,170317002001,170317002003,170317004013,170317003012,170317004011,170317002004"
445,"170317005016,170317112004,170317001002,170317104006,170317005021,170317105004,170317005011"
446,"170317005016,170317005012,170317001002,170317005013"
447,"170317005016,170317005014,170317005011,170317001002"
448,"170317504001,170317504002,170318233041,170318233042,170318234004,170318235001,170318234001"
449,"170317503002,170317505002,170317504001,170317504002,170317505003,170317505004,170317502002,170317502004"
450,"170317505001,170317504001,170317504002,170317505003,170317505004,170318212004,170318235001"
451,"170315302004,170317506002,170314911004,170317501002,170317501004,170317501001,170315303001,170315303002,170317506003,170314912002,170314912003"
452,"170315303002,170317506001,170317506004,170315303003,170315303004,170317506003"
453,"170318016051,170318017021,170318017011,170318017023,170318016052,170318016011"
454,"170318015003,170318017012,170318017011,170318017022,170318017023,170318016011"
455,"170318016081,170318015002,170318018002,170318015003,170318017021,170318017023"
456,"170318016081,170318016082,170318017012,170318017022,170318017021,170318017011,170318017024"
457,"170318018002,170318018001,170318018004,170318019011,170318019021,170318019022"
458,"170318047012,170318047014,170318047121,170318047052,170318043053,170318043121,170318047011,170318043052,170318042043,170318042031,170318047053,170318043054,170318047162,170318043141,170318047111,170318047112"
459,"170310634001,170310633013,170310702003,170310701022,170310630002,170310701021,170310703002,170310703001"
460,"170310705002,170310706001,170310628002,170310627002,170310706002,170310705001"
461,"170310705002,170310706001,170310707001,170310707002,170318325001,170310705003,170318325002"
462,"170310711002,170310712001,170310702002,170310712002,170318326003,170310718002,170310703002,170310703001"
463,"170316720002,170316716002,170316720004,170316715003,170316719001"
464,"170316720004,170316715003,170316715002,170316720003,170316720001"
465,"170316715002,170317001002,170316719001,170317104004,170316720001,170316720002,170317103001,170317104005,170316610001,170316610002,170317104001,170317104006,170316720003"
466,"170318438002,170318347003,170318361002,170318345001,170318348003,170318356002,170318346001"
467,"170317005016,170317001002,170317005015,170317005022,170317004011,170317005013"
468,"170317108005,170316814003,170317102004,170317102002,170317108004,170316814002"
469,"170317108005,170316814003,170317102003,170317102005,170316718001,170317107001,170316814002"
470,"170317103001,170317108005,170317102004,170316718001,170316719001,170317107001,170316814002"
471,"170316720004,170317103001,170317104002,170317104003,170317104004,170316719001"
472,"170317103001,170317104001,170317106002,170317105001,170317104003,170317104004,170317105002"
473,"170317001002,170316720004,170317104005,170316610002,170317105003,170317104003,170317105004,170317005012"
474,"170317506004,170317506001,170317506002,170317501004"
